SR,PARISH_x,CODE,TOWNLAND,1841_MALE,1841_FEMALE,1841_INHABITED,1841_UNINHABITED,1851_MALE,1851_FEMALE,1851_INHABITED,1851_UNINHABITED,1861_MALE,1861_FEMALE,1861_INHABITED,1861_UNINHABITED,1871_MALE,1871_FEMALE,1871_INHABITED,1871_UNINHABITED,1881_MALE,1881_FEMALE,1881_INHABITED,1881_UNINHABITED,1891_MALE,1891_FEMALE,1891_INHABITED,1891_UNINHABITED,COUNTY,COUNTY_ID,BARONY,BARONY_ID,PARISH_y,PARISH_ID,OS_ID,MODERN_NAME,TOWNLAND_ID,OS_HECTARES,CENTRE_LAT,CENTRE_LNG,MATCH_CODE,VRTI,Google_Drive_Link,Histogram_of_Male_and_Female,Male_to_Female_Ratio,Population_changes
1297,PALMERSTOWN,260713,PALMERSTON_LOWER,126,152,55,4,50,64,21,3,9,12,6,1,12,16,6,26,82,116,7,0,84,106,6,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,PALMERSTOWN,C_10_B_05_P_26,260713,PALMERSTON_LOWER,C_10_B_05_P_26_260713,108.685,53.35866,-6.37092,260713,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_26_260713_PALMERSTON_LOWER,https://drive.google.com/uc?id=1XnpeNUM0CLvAHWCH-R1dEAncAZvc3s5p,,,
1298,PALMERSTOWN,260714,PALMERSTON_UPPER,111,106,41,0,60,61,24,0,19,25,11,0,10,13,5,0,23,26,10,1,14,19,8,1,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,PALMERSTOWN,C_10_B_05_P_26,260714,PALMERSTON_UPPER,C_10_B_05_P_26_260714,82.999,53.35508,-6.38398,260714,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_26_260714_PALMERSTON_UPPER,https://drive.google.com/uc?id=1Y330FXZEFKPvGcjZe20rFhrEK2g3Lih2,,,
1299,PALMERSTOWN,260741,QUARRYVALE,4,4,1,0,11,3,2,0,11,17,3,0,8,7,2,0,5,3,1,0,1,2,1,1,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,PALMERSTOWN,C_10_B_05_P_26,260741,QUARRYVALE,C_10_B_05_P_26_260741,21.24,53.35826,-6.39396,260741,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_26_260741_QUARRYVALE,https://drive.google.com/uc?id=1trvPc1W7z6p0f4vFvDGXDD3JxE5tnxtw,,,
1300,PALMERSTOWN,260768,REDCOWFARM,3,3,2,0,17,10,5,0,9,7,2,0,10,12,4,1,4,7,1,1,6,8,2,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,PALMERSTOWN,C_10_B_05_P_26,260768,REDCOWFARM,C_10_B_05_P_26_260768,72.805,53.35114,-6.36812,260768,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_26_260768_REDCOWFARM,https://drive.google.com/uc?id=1cRmwQd99IXOjGQxnSmr4WaNaAAUCKnX7,,,
1302,PALMERSTOWN,260936,WOODFARM,2,2,1,0,0,0,0,1,3,1,1,0,4,1,1,0,5,2,1,0,5,1,1,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,PALMERSTOWN,C_10_B_05_P_26,260936,WOODFARM,C_10_B_05_P_26_260936,24.78,53.35056,-6.38245,260936,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_26_260936_WOODFARM,https://drive.google.com/uc?id=1KBxSNEH0cZd4qBYAZObUfhiFZ28Ol38m,,,
1303,PALMERSTOWN,260946,YELLOW_WALLS,13,20,5,0,3,3,1,0,2,0,1,0,3,3,1,0,3,2,1,0,3,3,1,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,PALMERSTOWN,C_10_B_05_P_26,260946,YELLOW_WALLS,C_10_B_05_P_26_260946,20.707,53.35633,-6.40811,260946,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_26_260946_YELLOW_WALLS,https://drive.google.com/uc?id=1JbNRmXCM1LK5_syea8AS3XdYEHNoawl3,,,
1307,RATHFARNHAM,260815,SCHOLLARSTOWN,40,35,13,1,25,51,11,1,30,29,9,4,17,31,6,0,14,15,5,2,3,1,2,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,RATHFARNHAM,C_10_B_05_P_15,260815,SCHOLLARSTOWN,C_10_B_05_P_15_260815,82.92,53.27961,-6.31174,260815,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_15_260815_SCHOLLARSTOWN,https://drive.google.com/uc?id=1uJRBUWxWsGw_nqY32ZqC6pob0hNwXksq,,,
1325,ST._JAMES',260541,KILMAINHAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ST._JAMES',C_10_B_05_P_19,260541,KILMAINHAM,C_10_B_05_P_19_260541,9.652,53.58498,-6.15308,260541,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_19_260541_KILMAINHAM,https://drive.google.com/uc?id=1Ya2IyPOyxfMydafRJTmsk_GPPOQSNDuG,,,
1326,ST._JAMES',260541,KILMAINHAM,387,283,58,17,235,238,88,6,293,309,90,6,0,0,0,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ST._JAMES',C_10_B_05_P_19,260541,KILMAINHAM,C_10_B_05_P_19_260541,9.652,53.58498,-6.15308,260541,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_19_260541_KILMAINHAM,https://drive.google.com/uc?id=1Ya2IyPOyxfMydafRJTmsk_GPPOQSNDuG,,,
1352,TALLAGHT,260006,AGHFARRELL,50,49,13,0,34,27,11,0,24,11,6,1,19,15,4,0,15,11,3,0,10,5,4,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,TALLAGHT,C_10_B_05_P_20,260006,AGHFARRELL,C_10_B_05_P_20_260006,236.006,53.23011,-6.41662,260006,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_20_260006_AGHFARRELL,https://drive.google.com/uc?id=1lr0yyf6Sw9ES_3Q7pHLLjDwUpyTAiMGX,,,
1354,TALLAGHT,260056,BALLINASCORNEY_LOWER,38,24,9,0,25,25,8,1,28,21,7,0,28,26,8,0,27,23,8,0,24,24,6,2,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,TALLAGHT,C_10_B_05_P_20,260056,BALLINASCORNEY_LOWER,C_10_B_05_P_20_260056,70.24,53.251,-6.37512,260056,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_20_260056_BALLINASCORNEY_LOWER,https://drive.google.com/uc?id=1VBv4dimi42iBc0xc32Vw_Pn7B9Zhb7I0,,,
1355,TALLAGHT,260057,BALLINASCORNEY_UPPER,139,121,41,0,113,117,42,2,72,67,28,0,73,72,26,0,58,73,27,0,50,56,22,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,TALLAGHT,C_10_B_05_P_20,260057,BALLINASCORNEY_UPPER,C_10_B_05_P_20_260057,922.567,53.23335,-6.39445,260057,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_20_260057_BALLINASCORNEY_UPPER,https://drive.google.com/uc?id=1v7JoKHrcjqQL59M6BEpRIHw2SMFhX3IH,,,
1356,TALLAGHT,260075,BALLYCRAGH,2,0,1,0,0,0,0,0,2,3,1,0,4,1,1,0,8,6,3,0,0,0,0,1,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,TALLAGHT,C_10_B_05_P_20,260075,BALLYCRAGH,C_10_B_05_P_20_260075,41.828,53.27646,-6.34062,260075,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_20_260075_BALLYCRAGH,https://drive.google.com/uc?id=14fAFBRVuAFiZ4qK0KVRAhy7Od8G_4lzs,,,
1357,TALLAGHT,260076,BALLYCULLEN,15,4,1,0,16,5,1,0,2,2,1,0,2,2,1,0,2,1,1,0,3,5,1,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,TALLAGHT,C_10_B_05_P_20,260076,BALLYCULLEN,C_10_B_05_P_20_260076,45.275,53.27399,-6.32539,260076,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_20_260076_BALLYCULLEN,https://drive.google.com/uc?id=1dQGSXhV0t063Svf1MSrQ0Vp5LzRyvf0M,,,
1358,TALLAGHT,260089,BALLYMAICE,46,32,11,2,35,35,9,1,32,36,10,1,24,29,9,1,27,25,9,1,20,18,8,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,TALLAGHT,C_10_B_05_P_20,260089,BALLYMAICE,C_10_B_05_P_20_260089,69.279,53.25494,-6.38258,260089,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_20_260089_BALLYMAICE,https://drive.google.com/uc?id=17soTSoMLDRaWJ4-X8suOsbvEhsKA7e0s,,,
1359,TALLAGHT,260092,BALLYMANA,39,40,14,0,20,24,9,0,23,29,10,0,23,21,7,0,20,15,6,2,15,10,6,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,TALLAGHT,C_10_B_05_P_20,260092,BALLYMANA,C_10_B_05_P_20_260092,178.35,53.2596,-6.3892,260092,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_20_260092_BALLYMANA,https://drive.google.com/uc?id=1_uHEx47XjVpV6szFtTy8Oq9puOIYOQsD,,,
1360,TALLAGHT,260095,BALLYMOREFINN,70,56,16,1,52,44,13,3,39,34,14,0,42,38,13,0,40,34,13,0,40,23,13,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,TALLAGHT,C_10_B_05_P_20,260095,BALLYMOREFINN,C_10_B_05_P_20_260095,213.833,53.23104,-6.36914,260095,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_20_260095_BALLYMOREFINN,https://drive.google.com/uc?id=1jqYWajGbp6NH5RRdjw3VMTkPD3RvTmc3,,,
1361,TALLAGHT,260103,BALLYROAN_(UPPERCROSS_BY),22,16,5,0,8,7,3,2,14,10,6,0,11,16,6,0,19,29,11,0,19,21,9,1,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,TALLAGHT,C_10_B_05_P_20,260103,BALLYROAN_(UPPERCROSS_BY),C_10_B_05_P_20_260103,46.38,53.28513,-6.30423,260103,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_20_260103_BALLYROAN_(UPPERCROSS_BY),https://drive.google.com/uc?id=1Efp2dHkj560jA5wDrfuaRLvaaRsVbVRv,,,
1363,TALLAGHT,260136,BELGARD_DEER_PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,TALLAGHT,C_10_B_05_P_20,260136,BELGARD_DEER_PARK,C_10_B_05_P_20_260136,50.023,53.2486,-6.3875,260136,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_20_260136_BELGARD_DEER_PARK,https://drive.google.com/uc?id=1U7AhjphVfT-nM_jqwM11DVa9xb1LeINu,,,
1364,TALLAGHT,260157,BOHERNABREENA,12,6,2,1,4,2,2,0,1,5,2,0,4,1,2,0,4,3,2,0,2,1,2,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,TALLAGHT,C_10_B_05_P_20,260157,BOHERNABREENA,C_10_B_05_P_20_260157,94.126,53.26574,-6.35361,260157,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_20_260157_BOHERNABREENA,https://drive.google.com/uc?id=1KLcLLMWe757SCZSA7UwIfFCcG2r0LhaW,,,
1365,TALLAGHT,260168,BRITTAS_BIG,12,8,3,2,10,8,3,0,6,3,2,0,4,5,2,0,5,7,2,0,5,4,3,1,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,TALLAGHT,C_10_B_05_P_20,260168,BRITTAS_BIG,C_10_B_05_P_20_260168,57.125,53.23391,-6.45495,260168,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_20_260168_BRITTAS_BIG,https://drive.google.com/uc?id=1SniQsSSp1rBALJYEsijDtdGaQL9_VyP2,,,
1366,TALLAGHT,260169,BRITTAS_LITTLE,29,19,6,0,23,15,5,1,22,18,5,0,28,15,5,0,24,18,5,0,12,9,14,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,TALLAGHT,C_10_B_05_P_20,260169,BRITTAS_LITTLE,C_10_B_05_P_20_260169,101.404,53.23281,-6.46573,260169,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_20_260169_BRITTAS_LITTLE,https://drive.google.com/uc?id=1MKspdCMpOJCPpM4QpWbu9hLL9yEfzjLA,,,
1367,TALLAGHT,260213,CASTLEKELLY,48,36,14,0,36,34,11,2,54,36,11,1,54,30,12,0,47,28,12,0,39,25,1,1,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,TALLAGHT,C_10_B_05_P_20,260213,CASTLEKELLY,C_10_B_05_P_20_260213,1136.274,53.19946,-6.34036,260213,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_20_260213_CASTLEKELLY,https://drive.google.com/uc?id=1iZb0utBmvO78q-9Wx-TjNWcZT6pTpClf,,,
1368,TALLAGHT,260273,COOKSTOWN,4,5,2,0,15,12,5,0,23,17,6,0,15,11,5,1,5,6,2,1,5,3,9,2,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,TALLAGHT,C_10_B_05_P_20,260273,COOKSTOWN,C_10_B_05_P_20_260273,106.757,53.29714,-6.38007,260273,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_20_260273_COOKSTOWN,https://drive.google.com/uc?id=1s3frewoJjBMhEiXN6I1S7EpBX9RrLIVk,,,
1369,TALLAGHT,260287,CORBALLY,36,36,11,1,40,40,12,1,43,38,12,0,39,32,8,0,31,24,10,1,35,21,3,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,TALLAGHT,C_10_B_05_P_20,260287,CORBALLY,C_10_B_05_P_20_260287,212.422,53.2681,-6.42013,260287,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_20_260287_CORBALLY,https://drive.google.com/uc?id=1VBdMC6SX2WMFeia7-yT_fJIDnHX9Kbx8,,,
1370,TALLAGHT,260303,CORRAGEEN,15,13,4,0,10,5,3,0,9,6,3,0,7,9,3,0,9,7,3,0,10,4,8,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,TALLAGHT,C_10_B_05_P_20,260303,CORRAGEEN,C_10_B_05_P_20_260303,8.83,53.2522,-6.36054,260303,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_20_260303_CORRAGEEN,https://drive.google.com/uc?id=1EnR8_8nYAnXN7Is0oKci-aURYNurjPIs,,,
1371,TALLAGHT,260319,CUNARD,34,24,10,1,33,28,9,0,34,23,8,0,37,23,8,0,35,21,8,0,29,21,8,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,TALLAGHT,C_10_B_05_P_20,260319,CUNARD,C_10_B_05_P_20_260319,103.317,53.22456,-6.33457,260319,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_20_260319_CUNARD,https://drive.google.com/uc?id=1nY9h3Flof06rHwZ60V6BGqIEGaUe8DJp,,,
