SR,PARISH_x,CODE,TOWNLAND,1841_MALE,1841_FEMALE,1841_INHABITED,1841_UNINHABITED,1851_MALE,1851_FEMALE,1851_INHABITED,1851_UNINHABITED,1861_MALE,1861_FEMALE,1861_INHABITED,1861_UNINHABITED,1871_MALE,1871_FEMALE,1871_INHABITED,1871_UNINHABITED,1881_MALE,1881_FEMALE,1881_INHABITED,1881_UNINHABITED,1891_MALE,1891_FEMALE,1891_INHABITED,1891_UNINHABITED,COUNTY,COUNTY_ID,BARONY,BARONY_ID,PARISH_y,PARISH_ID,OS_ID,MODERN_NAME,TOWNLAND_ID,OS_HECTARES,CENTRE_LAT,CENTRE_LNG,MATCH_CODE,VRTI,Google_Drive_Link,Histogram_of_Male_and_Female,Male_to_Female_Ratio,Population_changes
129,BALSCADDAN,260112,BALSCADDAN,3,3,1,0,27,29,9,3,25,19,11,1,42,31,13,0,31,25,8,0,22,22,8,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,260112,BALSCADDAN,C_10_B_01_P_06_260112,135.181,53.61278,-6.22836,260112,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260112_BALSCADDAN,https://drive.google.com/uc?id=1no1xW3atPw97eb5SYCWSv6o1vyqQhz-M,,,
130,BALSCADDAN,260261,"COMMONS_(1ST_DIVISION)
",0,0,0,0,11,7,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,260261,"COMMONS_(1ST_DIVISION)
",C_10_B_01_P_06_260261,8.377,53.61051,-6.23137,260261,"https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260261_COMMONS_(1ST_DIVISION)
",,,,
131,BALSCADDAN,260262,COMMONS_(2ND_DIVISION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,260262,COMMONS_(2ND_DIVISION),C_10_B_01_P_06_260262,5.737,53.61852,-6.23271,260262,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260262_COMMONS_(2ND_DIVISION),https://drive.google.com/uc?id=1Qhty4iskqOL9CylAU5eM2idxmuUUD1Ke,,,
132,BALSCADDAN,260338,DERMOTSTOWN,64,44,17,1,28,30,11,3,28,33,11,0,15,20,6,1,16,16,6,0,18,11,7,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,260338,DERMOTSTOWN,C_10_B_01_P_06_260338,75.737,53.58948,-6.22829,260338,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260338_DERMOTSTOWN,https://drive.google.com/uc?id=1JwOsp6mhfslXkyxhbAeQPXhV9ZZVCHnj,,,
133,BALSCADDAN,260351,DRUMMANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,260351,DRUMMANS,C_10_B_01_P_06_260351,40.999,53.62633,-6.24744,260351,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260351_DRUMMANS,https://drive.google.com/uc?id=17oHnZfQVkPwWZCf93sszpoUTtYFyDqM8,,,
134,BALSCADDAN,260433,GORMANSTON_DEMESNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,260433,GORMANSTON_DEMESNE,C_10_B_01_P_06_260433,51.077,53.63181,-6.24558,260433,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260433_GORMANSTON_DEMESNE,https://drive.google.com/uc?id=1081HxPMPwQ9kUEQ-GmsgVLl5laPkTBRO,,,
135,BALSCADDAN,260441,GRANGE_(ED_BALSCADDEN),12,8,2,0,7,4,2,1,20,17,4,0,14,8,3,0,9,11,3,0,6,9,3,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,260441,GRANGE_(ED_BALSCADDEN),C_10_B_01_P_06_260441,115.505,53.60959,-6.24274,260441,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260441_GRANGE_(ED_BALSCADDEN),https://drive.google.com/uc?id=1CwRvMySmGetaU3cIpn3zSzprol2mFdrS,,,
136,BALSCADDAN,260458,HAYSTOWN_(ED_BALSCADDEN),16,18,5,0,9,11,2,0,4,5,2,1,2,2,1,1,7,8,2,0,5,9,3,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,260458,HAYSTOWN_(ED_BALSCADDEN),C_10_B_01_P_06_260458,102.566,53.5902,-6.23714,260458,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260458_HAYSTOWN_(ED_BALSCADDEN),https://drive.google.com/uc?id=1e1XUYhFISYRHgnOqS_gZAJGq432QS0BH,,,
137,BALSCADDAN,260534,KILLOUGHER,16,18,5,1,12,15,4,0,5,7,2,0,8,8,3,0,6,4,3,0,5,2,2,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,260534,KILLOUGHER,C_10_B_01_P_06_260534,130.629,53.58929,-6.25201,260534,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260534_KILLOUGHER,https://drive.google.com/uc?id=1wJ4RR3SXRXBC4-NAGZdDdLq_ouw8L42t,,,
138,BALSCADDAN,260621,MATT,9,12,5,0,10,9,2,0,8,3,1,0,3,1,1,1,1,1,1,0,4,5,1,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,260621,MATT,C_10_B_01_P_06_260621,67.173,53.59234,-6.21983,260621,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260621_MATT,https://drive.google.com/uc?id=1tGP0wcMQg3V88rkPIzkueZjpiUo5OWlB,,,
139,BALSCADDAN,260628,MILESTOWN,12,12,3,0,16,26,7,0,8,7,4,0,8,7,4,0,3,1,1,0,2,5,1,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,260628,MILESTOWN,C_10_B_01_P_06_260628,39.042,53.62073,-6.26445,260628,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260628_MILESTOWN,https://drive.google.com/uc?id=1SwPvymJxG0GlYFYeGFHTt9WM37tJNNUu,,,
140,BALSCADDAN,260683,NEWTOWN,28,26,6,2,20,10,5,3,16,14,5,1,14,16,5,1,23,22,6,0,17,22,7,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,260683,NEWTOWN,C_10_B_01_P_06_260683,99.455,53.60126,-6.22766,260683,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260683_NEWTOWN,https://drive.google.com/uc?id=1DGBe4VLtQXJovYvQ1vpEPHvJ7cuoFGQv,,,
141,BALSCADDAN,260739,PRIORLAND,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,260739,PRIORLAND,C_10_B_01_P_06_260739,18.659,53.58439,-6.24924,260739,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260739_PRIORLAND,https://drive.google.com/uc?id=1jbYaAst1sKSVT63D7Gn9BYew6Wv5CePd,,,
142,BALSCADDAN,260752,RATH,46,41,12,1,28,25,9,0,30,30,10,0,22,22,8,1,32,25,9,0,29,23,9,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,260752,RATH,C_10_B_01_P_06_260752,67.669,53.61996,-6.25778,260752,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260752_RATH,https://drive.google.com/uc?id=1OiLP5VauvOgephqQO7MLtcrfLHJARXdJ,,,
143,BALSCADDAN,260775,RING,4,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,260775,RING,C_10_B_01_P_06_260775,93.924,53.5836,-6.21547,260775,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260775_RING,https://drive.google.com/uc?id=1Rxf2Sm5PrpgRtiIILbnx7x_TBxsAQ9Sh,,,
144,BALSCADDAN,260776,RING_COMMONS,105,112,46,1,102,100,44,4,99,73,41,2,73,77,36,0,73,69,30,2,68,65,30,2,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,260776,RING_COMMONS,C_10_B_01_P_06_260776,70.542,53.57983,-6.22436,260776,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260776_RING_COMMONS,https://drive.google.com/uc?id=1T-GTPWXj2L0CmgXdHNRDgo7c3s_bqXVY,,,
145,BALSCADDAN,260821,SEVENPARKS_(1ST_DIVISION),0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,2,1,1,0,1,2,1,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,260821,SEVENPARKS_(1ST_DIVISION),C_10_B_01_P_06_260821,1.712,53.61569,-6.26461,260821,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260821_SEVENPARKS_(1ST_DIVISION),https://drive.google.com/uc?id=1SQhUkcobq3-9tAmr90N8COcYaA4tpDcs,,,
146,BALSCADDAN,260822,SEVENPARKS_(2ND_DIVISION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,260822,SEVENPARKS_(2ND_DIVISION),C_10_B_01_P_06_260822,1.889,53.61323,-6.26539,260822,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260822_SEVENPARKS_(2ND_DIVISION),https://drive.google.com/uc?id=1QLBH4zb5xovhN45WfA-MUck9YXUg5cKm,,,
147,BALSCADDAN,260823,SEVENPARKS_(3RD_DIVISION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,260823,SEVENPARKS_(3RD_DIVISION),C_10_B_01_P_06_260823,0.201,53.61325,-6.26228,260823,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260823_SEVENPARKS_(3RD_DIVISION),https://drive.google.com/uc?id=14GnxIhx9rirnpMp4XprxyndrvuTU96SS,,,
148,BALSCADDAN,260848,STAMULLIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,260848,STAMULLIN,C_10_B_01_P_06_260848,44.778,53.62767,-6.25564,260848,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260848_STAMULLIN,https://drive.google.com/uc?id=1tW7ocb7ihisxhEL-Hh1bKeQYTPr8W8LO,,,
149,BALSCADDAN,260886,TOBERTASKIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,260886,TOBERTASKIN,C_10_B_01_P_06_260886,27.271,53.61256,-6.26714,260886,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260886_TOBERTASKIN,https://drive.google.com/uc?id=1Xrg41KAX7eumr7eb49huyx1FOEG_bO6X,,,
150,BALSCADDAN,260885,TOBERSOOL,14,12,2,0,14,12,2,1,20,12,3,0,14,10,2,0,10,8,3,0,6,5,2,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,260885,TOBERSOOL,C_10_B_01_P_06_260885,90.02,53.62469,-6.23885,260885,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260885_TOBERSOOL,https://drive.google.com/uc?id=1BBx1Ut0CPAyIl9eLC35p71YXNwXtCufM,,,
151,BALSCADDAN,260888,TOBERTOWN,43,42,12,0,27,27,11,0,20,19,9,0,26,28,9,0,27,18,7,0,17,15,5,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,260888,TOBERTOWN,C_10_B_01_P_06_260888,154.63,53.61548,-6.25009,260888,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260888_TOBERTOWN,https://drive.google.com/uc?id=1sy2vHHOw_1OM3Fh3BJw8Gs3OlN5DbkQz,,,
152,BALSCADDAN,260926,WHITESTOWN_(ED_BALSCADDEN),16,12,5,0,18,12,5,2,25,30,9,0,31,30,10,0,26,31,10,0,23,28,10,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,260926,WHITESTOWN_(ED_BALSCADDEN),C_10_B_01_P_06_260926,97.715,53.59967,-6.2414,260926,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260926_WHITESTOWN_(ED_BALSCADDEN),https://drive.google.com/uc?id=1zkiqczrDMDnfeMmJdHe0HoBZCY7JDnrE,,,
155,HOLMPATRICK,260115,BALTRASNA,14,13,4,0,44,35,11,0,41,31,12,3,36,34,13,0,28,27,10,0,28,33,10,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLMPATRICK,C_10_B_01_P_12,260115,BALTRASNA,C_10_B_01_P_12_260115,101.553,53.57788,-6.14594,260115,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_12_260115_BALTRASNA,https://drive.google.com/uc?id=1UP7FIYZKtb66W8R46rj7WvRqCpWai5T8,,,
156,HOLMPATRICK,260121,BARNAGEERAGH,34,27,11,1,40,34,11,1,24,26,9,0,17,25,9,0,19,30,10,1,27,22,9,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLMPATRICK,C_10_B_01_P_12,260121,BARNAGEERAGH,C_10_B_01_P_12_260121,76.089,53.58362,-6.14281,260121,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_12_260121_BARNAGEERAGH,https://drive.google.com/uc?id=1AZukE9N4CijUcsXrmx_LuKuZHcmFpaTf,,,
158,HOLMPATRICK,260336,DELLABROWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLMPATRICK,C_10_B_01_P_12,260336,DELLABROWN,C_10_B_01_P_12_260336,11.709,53.55297,-6.11199,260336,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_12_260336_DELLABROWN,https://drive.google.com/uc?id=1ekChFaf7Q_toY-ueLjC5ddD1D8ZljwgK,,,
159,HOLMPATRICK,260442,GRANGE_(ED_HOLMPATRICK),70,60,25,1,6,5,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLMPATRICK,C_10_B_01_P_12,260442,GRANGE_(ED_HOLMPATRICK),C_10_B_01_P_12_260442,53.889,53.5705,-6.15123,260442,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_12_260442_GRANGE_(ED_HOLMPATRICK),https://drive.google.com/uc?id=1asODSB93pY9yQrrnHy7W7Ywj9yjy8KGm,,,
160,HOLMPATRICK,260473,HOLMPATRICK,73,62,24,3,26,9,6,2,17,3,6,0,18,9,6,0,20,14,5,1,15,11,4,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLMPATRICK,C_10_B_01_P_12,260473,HOLMPATRICK,C_10_B_01_P_12_260473,80.872,53.56532,-6.10006,260473,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_12_260473_HOLMPATRICK,https://drive.google.com/uc?id=12q_FmFsF8hfMhw04a6O000yzL4qe9rNZ,,,
162,HOLMPATRICK,260633,MILVERTON,39,30,11,1,54,55,18,0,50,47,17,0,42,30,16,1,43,42,16,1,34,33,14,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLMPATRICK,C_10_B_01_P_12,260633,MILVERTON,C_10_B_01_P_12_260633,151.72,53.56786,-6.12482,260633,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_12_260633_MILVERTON,https://drive.google.com/uc?id=1Sz4cger3DBs0T6dHswkGqGVlxxcUfBzh,,,
163,HOLMPATRICK,260634,MILVERTON_DEMESNE,21,31,8,0,9,18,4,0,13,19,4,0,18,23,5,1,17,13,6,0,21,20,8,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLMPATRICK,C_10_B_01_P_12,260634,MILVERTON_DEMESNE,C_10_B_01_P_12_260634,54.897,53.57005,-6.13966,260634,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_12_260634_MILVERTON_DEMESNE,https://drive.google.com/uc?id=1_Ais4xiDj9xJR8DkHQFbdAoM8zW4oDrt,,,
164,HOLMPATRICK,260725,PIERCETOWN,4,1,1,0,9,3,1,0,6,6,1,0,9,6,2,0,5,4,2,0,4,4,1,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLMPATRICK,C_10_B_01_P_12,260725,PIERCETOWN,C_10_B_01_P_12_260725,31.154,53.55891,-6.10826,260725,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_12_260725_PIERCETOWN,https://drive.google.com/uc?id=1t9ONQ9b_KQAQ9TfbAUbcpDNxGDJHNNWO,,,
167,HOLMPATRICK,260859,STRIFELAND,61,65,22,1,100,101,39,1,73,85,28,2,58,61,30,1,55,44,24,0,45,44,18,5,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLMPATRICK,C_10_B_01_P_12,260859,STRIFELAND,C_10_B_01_P_12_260859,56.041,53.58124,-6.16326,260859,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_12_260859_STRIFELAND,https://drive.google.com/uc?id=1JFvQ8x0uUCfEXjFmAEKUfVX6yO6Ck3Qs,,,
168,HOLMPATRICK,260894,TOWNPARKS,5,7,4,4,9,6,3,0,17,9,3,0,0,0,0,0,8,14,5,1,13,15,5,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLMPATRICK,C_10_B_01_P_12,260894,TOWNPARKS,C_10_B_01_P_12_260894,232.761,53.57759,-6.11603,260894,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_12_260894_TOWNPARKS,https://drive.google.com/uc?id=1QkbFzbQFs1PtUVFfCWiKnDFTh7ouq3uj,,,
171,LUSK,260011,ANNSBROOK,4,3,1,0,0,0,0,1,6,4,1,0,6,3,1,0,5,2,1,0,2,1,1,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,260011,ANNSBROOK,C_10_B_01_P_14_260011,54.264,53.5246,-6.22981,260011,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260011_ANNSBROOK,https://drive.google.com/uc?id=1bEfitUNeKZy1glnAeIQM8goQSHsWWhTw,,,
172,LUSK,260013,ARDLA,6,2,1,1,3,0,1,0,7,6,1,0,5,5,1,2,5,3,1,0,3,3,1,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,260013,ARDLA,C_10_B_01_P_14_260013,55.136,53.57522,-6.13375,260013,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260013_ARDLA,https://drive.google.com/uc?id=1EbBIGJwcedSmBcGsbO5k8vD-YNkkUk7W,,,
173,LUSK,260031,BALCUNNIN,101,96,34,1,98,87,35,0,91,82,31,0,75,72,26,0,96,39,25,1,57,61,23,4,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,260031,BALCUNNIN,C_10_B_01_P_14_260031,233.99,53.5588,-6.14561,260031,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260031_BALCUNNIN,https://drive.google.com/uc?id=1H83pyUQ0Gd2Ic_8mwNF4VLrZN0J415cl,,,
174,LUSK,260040,BALDRUMMAN,7,4,2,0,6,4,2,0,0,0,0,0,5,7,2,1,7,4,1,1,5,2,2,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,260040,BALDRUMMAN,C_10_B_01_P_14_260040,99.877,53.53689,-6.21528,260040,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260040_BALDRUMMAN,https://drive.google.com/uc?id=1b1ZbSC34IqRo5Rccm42RKaOgRsUgvUmO,,,
175,LUSK,260054,BALLEALLY_EAST,0,0,0,0,6,4,1,1,5,2,1,0,4,1,1,0,2,1,1,0,12,7,4,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,260054,BALLEALLY_EAST,C_10_B_01_P_14_260054,65.352,53.51047,-6.16129,260054,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260054_BALLEALLY_EAST,https://drive.google.com/uc?id=1ysGU8_jJ894kgJIbRrhQqAVQF_Wm4-EJ,,,
176,LUSK,260055,BALLEALLY_WEST,4,6,2,0,2,2,1,0,2,6,1,0,3,4,1,1,5,6,2,0,5,7,2,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,260055,BALLEALLY_WEST,C_10_B_01_P_14_260055,56.334,53.50916,-6.16904,260055,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260055_BALLEALLY_WEST,https://drive.google.com/uc?id=1uKaKfZI880dNvuZ7090C_4PhRAjlj7ef,,,
177,LUSK,260062,BALLOUGH,50,51,17,3,42,43,14,0,24,23,6,0,18,17,5,1,7,10,4,2,11,16,5,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,260062,BALLOUGH,C_10_B_01_P_14_260062,160.819,53.53138,-6.19986,260062,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260062_BALLOUGH,https://drive.google.com/uc?id=1rdNMQdGSn2gi6wbf1lxjZA_kyuRfzUoY,,,
178,LUSK,260066,BALLUSTREE,4,5,2,0,11,7,4,0,12,7,8,1,9,6,3,0,4,6,3,0,3,9,3,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,260066,BALLUSTREE,C_10_B_01_P_14_260066,38.561,53.54223,-6.08904,260066,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260066_BALLUSTREE,https://drive.google.com/uc?id=17A7gHOOJhbKhYeum--1AlnWv6fSlDNTu,,,
179,LUSK,260082,BALLYHAVIL,9,16,4,0,12,13,4,0,11,10,3,0,9,10,3,1,10,12,3,0,4,4,2,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,260082,BALLYHAVIL,C_10_B_01_P_14_260082,9.11,53.55946,-6.09927,260082,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260082_BALLYHAVIL,https://drive.google.com/uc?id=1EbnTw5dO_gFMOUM95ddHM5Po4p2KZ9iW,,,
180,LUSK,260083,BALLYKEA,118,104,37,1,104,108,37,5,86,90,34,3,92,79,36,2,86,73,30,5,70,74,28,6,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,260083,BALLYKEA,C_10_B_01_P_14_260083,170.207,53.54674,-6.11248,260083,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260083_BALLYKEA,https://drive.google.com/uc?id=1SaRvD4puQRAPcAUD-3_Pg7DTt1kF3F6z,,,
182,LUSK,260106,BALLYSTRANE,7,4,2,0,10,4,1,0,12,6,1,0,8,9,2,0,7,4,1,0,5,2,1,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,260106,BALLYSTRANE,C_10_B_01_P_14_260106,40.241,53.54314,-6.21048,260106,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260106_BALLYSTRANE,https://drive.google.com/uc?id=1bCy3R7ndCcwa-bH4FuJQyVoMpee7bYoh,,,
183,LUSK,260129,BEAU,6,5,2,0,8,6,2,0,4,5,3,0,6,13,3,0,7,9,3,0,4,9,3,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,260129,BEAU,C_10_B_01_P_14_260129,31.027,53.51838,-6.13505,260129,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260129_BEAU,https://drive.google.com/uc?id=16zvjWs-1gvVtDOjCnw8lArqsUbb1m7u6,,,
185,LUSK,260143,BISHOPLAND,19,16,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,260143,BISHOPLAND,C_10_B_01_P_14_260143,12.162,53.51769,-6.14102,260143,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260143_BISHOPLAND,https://drive.google.com/uc?id=193otMD2mgScaIZot26CdXw-g8SOdGO27,,,
186,LUSK,260146,BLACKLAND,2,1,1,0,1,2,1,0,4,2,1,0,6,9,2,0,4,3,1,0,2,1,1,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,260146,BLACKLAND,C_10_B_01_P_14_260146,61.335,53.54404,-6.10771,260146,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260146_BLACKLAND,https://drive.google.com/uc?id=1-egBwvRuh2U0jRgnAX-dUxOQv7HXimEm,,,
187,LUSK,260167,BRIDETREE,2,4,1,0,3,5,1,0,6,4,1,0,7,4,1,0,3,2,1,0,3,2,1,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,260167,BRIDETREE,C_10_B_01_P_14_260167,11.691,53.51493,-6.17262,260167,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260167_BRIDETREE,https://drive.google.com/uc?id=1v5F8Z55ICoWJVJbkP1aMEVMWhQ6aqKrb,,,
