SR,CODE,TOWNLAND,COUNTY,COUNTY_ID,BARONY,BARONY_ID,PARISH,PARISH_ID,1841_MALE,1841_FEMALE,1841_TOTAL_POPULATIONS,1841_INHABITED,1841_UNINHABITED,1841_TOTAL_HOUSES,1851_MALE,1851_FEMALE,1851_TOTAL_POPULATIONS,1851_INHABITED,1851_UNINHABITED,1851_TOTAL_HOUSES,1861_MALE,1861_FEMALE,1861_TOTAL_POPULATIONS,1861_INHABITED,1861_UNINHABITED,1861_TOTAL_HOUSES,1871_MALE,1871_FEMALE,1871_TOTAL_POPULATIONS,1871_INHABITED,1871_UNINHABITED,1871_TOTAL_HOUSES,1881_MALE,1881_FEMALE,1881_TOTAL_POPULATIONS,1881_INHABITED,1881_UNINHABITED,1881_TOTAL_HOUSES,1891_MALE,1891_FEMALE,1891_TOTAL_POPULATIONS,1891_INHABITED,1891_UNINHABITED,1891_TOTAL_HOUSES,MODERN_NAME,TOWNLAND_ID,OS_HECTARES,CENTRE_LAT,CENTRE_LNG,VRTI,Google_Drive_Link,Histogram_of_Male_and_Female,Male_to_Female_Ratio,Population_changes
1162,260352,DRUMMARTIN,DUBLIN,C_10,RATHDOWN,C_10_B_06,TANEY,C_10_B_06_P_12,159,179,338,52,8,60,136,146,282,54,7,61,160,163,323,51,3,54,128,158,286,56,6,62,54,95,149,26,3,29,70,86,156,25,2,27,DRUMMARTIN,C_10_B_06_P_12_260352,76.494,53.28758,-6.23013,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_12_260352_DRUMMARTIN,https://drive.google.com/uc?id=1g8VAHDukOJqYBFGvMbik-PbAt20jewON,,,
1163,260356,DUNDRUM,DUBLIN,C_10,RATHDOWN,C_10_B_06,TANEY,C_10_B_06_P_12,83,82,165,27,3,30,85,108,193,33,6,39,113,200,313,49,3,52,92,170,262,43,4,47,116,188,304,50,4,54,166,239,405,67,1,68,DUNDRUM,C_10_B_06_P_12_260356,128.539,53.28674,-6.24722,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_12_260356_DUNDRUM,https://drive.google.com/uc?id=1tiqqbZ-DvR78hcx-4ordBFPQRVdY6xFu,,,
1164,260369,FARRANBOLEY,DUBLIN,C_10,RATHDOWN,C_10_B_06,TANEY,C_10_B_06_P_12,98,110,208,33,5,38,104,193,297,48,3,51,118,153,271,45,2,47,98,130,228,48,2,50,64,73,137,22,1,23,71,111,182,29,3,32,FARRANBOLEY,C_10_B_06_P_12_260369,61.219,53.30501,-6.24308,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_12_260369_FARRANBOLEY,https://drive.google.com/uc?id=169utAwRL_C1UjOC2mAJTegyhTh6fdSJ7,,,
1165,260389,FRIARLAND,DUBLIN,C_10,RATHDOWN,C_10_B_06,TANEY,C_10_B_06_P_12,3,8,11,3,0,3,6,13,19,4,0,4,12,13,25,5,0,5,6,7,13,3,1,4,7,16,23,3,1,4,10,29,39,5,0,5,FRIARLAND,C_10_B_06_P_12_260389,15.709,53.30136,-6.23592,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_12_260389_FRIARLAND,https://drive.google.com/uc?id=1zqb4ZESg0tEbKuYr2wV79Qhx94JkjFpS,,,
1166,260558,KINGSTOWN,DUBLIN,C_10,RATHDOWN,C_10_B_06,TANEY,C_10_B_06_P_12,17,9,26,4,0,4,9,8,17,2,0,2,2,0,2,1,0,1,7,10,17,2,0,2,8,9,17,3,0,3,13,13,26,4,0,4,KINGSTOWN,C_10_B_06_P_12_260558,78.146,53.26959,-6.24814,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_12_260558_KINGSTOWN,https://drive.google.com/uc?id=1I-flhB8dpIPxu6nagC1YzGupcPajjg_0,,,
1167,260653,MOUNTANVILLE,DUBLIN,C_10,RATHDOWN,C_10_B_06,TANEY,C_10_B_06_P_12,12,11,23,4,0,4,5,8,13,3,1,4,16,14,30,4,0,4,5,100,105,3,0,3,8,91,99,3,1,4,7,114,121,4,1,5,MOUNTANVILLE,C_10_B_06_P_12_260653,35.811,53.29181,-6.22175,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_12_260653_MOUNTANVILLE,https://drive.google.com/uc?id=1tVKhY3Viulsggx5VBugoC2ttsX2NvYqg,,,
1168,260650,MOUNT_MERRION_OR_CALLARY,DUBLIN,C_10,RATHDOWN,C_10_B_06,TANEY,C_10_B_06_P_12,39,34,73,12,0,12,57,72,129,17,0,17,59,59,118,19,1,20,68,78,146,21,1,22,51,61,112,21,0,21,44,41,85,20,3,23,MOUNT_MERRION_OR_CALLARY,C_10_B_06_P_12_260650,151.658,53.29749,-6.21196,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_12_260650_MOUNT_MERRION_OR_CALLARY,https://drive.google.com/uc?id=1H27sIoCzzG-fitObbYvYWQh0ezMLPumD,,,
1169,260656,MOUNTMERRION_SOUTH,DUBLIN,C_10,RATHDOWN,C_10_B_06,TANEY,C_10_B_06_P_12,0,0,0,0,0,0,7,4,11,2,1,3,4,6,10,2,0,2,2,2,4,1,0,1,0,0,0,0,0,0,1,2,3,1,1,2,MOUNTMERRION_SOUTH,C_10_B_06_P_12_260656,1.85,53.28889,-6.21301,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_12_260656_MOUNTMERRION_SOUTH,https://drive.google.com/uc?id=1TPv8-ziiAbyBDJs7rMPBI76aCyasCEJE,,,
1172,260789,ROEBUCK,DUBLIN,C_10,RATHDOWN,C_10_B_06,TANEY,C_10_B_06_P_12,393,532,925,132,11,143,297,372,669,115,9,124,283,428,711,120,7,127,308,421,729,126,2,128,241,348,589,108,2,110,287,385,672,117,15,132,ROEBUCK,C_10_B_06_P_12_260789,315.762,53.30341,-6.22985,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_12_260789_ROEBUCK,https://drive.google.com/uc?id=1fNPbOVDS35KkcDYBjcn3B5GCVS81iJWp,,,
1173,260878,TIKNOCK,DUBLIN,C_10,RATHDOWN,C_10_B_06,TANEY,C_10_B_06_P_12,127,108,235,40,0,40,134,114,248,39,0,39,95,83,178,32,1,33,74,56,130,25,0,25,71,38,109,19,0,19,56,34,90,17,0,17,TIKNOCK,C_10_B_06_P_12_260878,256.395,53.25046,-6.24876,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_12_260878_TIKNOCK,https://drive.google.com/uc?id=1Z5F2SgMbwczFN7j1YuYkp5VxfZNWAK1Y,,,
1174,260895,TRIMBLESTOWN_OR_OWENSTOWN,DUBLIN,C_10,RATHDOWN,C_10_B_06,TANEY,C_10_B_06_P_12,30,36,66,9,0,9,17,30,47,8,0,8,9,27,36,5,0,5,6,13,19,4,0,4,12,16,28,6,0,6,29,30,59,9,0,9,TRIMBLESTOWN_OR_OWENSTOWN,C_10_B_06_P_12_260895,30.506,53.30889,-6.2076,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_12_260895_TRIMBLESTOWN_OR_OWENSTOWN,https://drive.google.com/uc?id=1JJDNWSEmcUOUMFOYoRIX-EYZFD6cfBcY,,,
1183,260101,BALLYOGAN,DUBLIN,C_10,RATHDOWN,C_10_B_06,TULLY,C_10_B_06_P_11,0,0,0,0,0,0,6,6,12,2,0,2,5,3,8,2,0,2,1,2,3,1,1,2,0,0,0,0,0,0,5,6,11,2,0,2,BALLYOGAN,C_10_B_06_P_11_260101,43.776,53.25747,-6.18868,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_11_260101_BALLYOGAN,https://drive.google.com/uc?id=1MWb1YDlX38240XUTCsW7WmHiGkTQRekF,,,
1184,260149,BLACKTHORN,DUBLIN,C_10,RATHDOWN,C_10_B_06,TULLY,C_10_B_06_P_11,8,9,17,3,2,5,3,10,13,2,0,2,2,4,6,1,0,1,3,5,8,1,0,1,0,0,0,0,0,0,5,2,7,1,0,1,BLACKTHORN,C_10_B_06_P_11_260149,51.027,53.27799,-6.21482,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_11_260149_BLACKTHORN,https://drive.google.com/uc?id=122W44vq0pQUahrbRdGD7Cj3xXvWxH-tD,,,
1185,260165,BRENANSTOWN,DUBLIN,C_10,RATHDOWN,C_10_B_06,TULLY,C_10_B_06_P_11,69,75,144,23,1,24,87,97,184,28,2,30,59,80,139,25,2,27,61,70,131,24,2,26,64,65,129,24,1,25,39,62,101,24,3,27,BRENANSTOWN,C_10_B_06_P_11_260165,133.115,53.25505,-6.15881,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_11_260165_BRENANSTOWN,https://drive.google.com/uc?id=1iIbPCTnstE8zlXorL-nTlJJvfHpynn00,,,
1186,260201,CARMANHALL,DUBLIN,C_10,RATHDOWN,C_10_B_06,TULLY,C_10_B_06_P_11,8,13,21,3,2,5,13,16,29,5,1,6,12,15,27,4,0,4,11,23,34,4,0,4,14,25,39,4,0,4,10,21,31,4,0,4,CARMANHALL,C_10_B_06_P_11_260201,48.586,53.27274,-6.20719,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_11_260201_CARMANHALL,https://drive.google.com/uc?id=1w6Fn0hlbyTgeGHFUMAk3PVR9BlwiD9nH,,,
1187,260202,CARMANHALL_AND_LEOPARDSTOWN,DUBLIN,C_10,RATHDOWN,C_10_B_06,TULLY,C_10_B_06_P_11,30,31,61,9,0,9,29,18,47,7,0,7,21,11,32,7,1,8,28,22,50,12,0,12,41,20,61,9,0,9,31,23,54,14,0,14,CARMANHALL_AND_LEOPARDSTOWN,C_10_B_06_P_11_260202,112.313,53.26746,-6.19395,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_11_260202_CARMANHALL_AND_LEOPARDSTOWN,https://drive.google.com/uc?id=1ZoXKF2bl-61TfeaGTpjNmym8SSaftKrs,,,
1188,260206,CARRICKMINES_GREAT,DUBLIN,C_10,RATHDOWN,C_10_B_06,TULLY,C_10_B_06_P_11,58,46,104,17,0,17,51,36,87,11,1,12,41,28,69,9,0,9,34,25,59,8,1,9,41,32,73,12,1,13,32,27,59,12,1,13,CARRICKMINES_GREAT,C_10_B_06_P_11_260206,220.2,53.24716,-6.17511,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_11_260206_CARRICKMINES_GREAT,https://drive.google.com/uc?id=1_hi87SYeADc4EKkUuA6jrNBpLMrVIGmr,,,
1189,260207,CARRICKMINES_LITTLE,DUBLIN,C_10,RATHDOWN,C_10_B_06,TULLY,C_10_B_06_P_11,5,2,7,1,0,1,6,4,10,2,0,2,9,11,20,3,0,3,1,3,4,1,0,1,7,8,15,3,0,3,7,3,10,2,0,2,CARRICKMINES_LITTLE,C_10_B_06_P_11_260207,53.28,53.25846,-6.18127,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_11_260207_CARRICKMINES_LITTLE,https://drive.google.com/uc?id=16hDd9ivrysSci_IsGnUAH9YU2ekJkEV0,,,
1190,260425,GLENAMUCK_NORTH,DUBLIN,C_10,RATHDOWN,C_10_B_06,TULLY,C_10_B_06_P_11,98,88,186,24,2,26,22,22,44,8,1,9,18,23,41,10,0,10,22,15,37,7,3,10,21,16,37,9,2,11,19,16,35,10,0,10,GLENAMUCK_NORTH,C_10_B_06_P_11_260425,45.062,53.24417,-6.19344,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_11_260425_GLENAMUCK_NORTH,https://drive.google.com/uc?id=1DvFr1Nq4e8Np_Pf7GM4I4W323GyamgwM,,,
1191,260426,GLENAMUCK_SOUTH,DUBLIN,C_10,RATHDOWN,C_10_B_06,TULLY,C_10_B_06_P_11,0,0,0,0,0,0,65,59,124,22,0,22,83,51,134,19,1,20,55,41,96,11,3,14,44,19,63,7,2,9,35,20,55,12,1,13,GLENAMUCK_SOUTH,C_10_B_06_P_11_260426,105.016,53.23875,-6.18624,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_11_260426_GLENAMUCK_SOUTH,https://drive.google.com/uc?id=1Q7afsF3DLd-hnMvFq7kaz8Wclkhk17SH,,,
1192,260495,JAMESTOWN,DUBLIN,C_10,RATHDOWN,C_10_B_06,TULLY,C_10_B_06_P_11,37,24,61,9,0,9,9,11,20,3,0,3,10,7,17,2,0,2,3,2,5,1,0,1,5,3,8,2,0,2,3,2,5,1,0,1,JAMESTOWN,C_10_B_06_P_11_260495,193.109,53.24903,-6.20159,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_11_260495_JAMESTOWN,https://drive.google.com/uc?id=1znGdVIrq94XGv3jUPlsPmxuuAXCmSOHb,,,
1193,260513,KERRYMOUNT,DUBLIN,C_10,RATHDOWN,C_10_B_06,TULLY,C_10_B_06_P_11,15,19,34,4,0,4,5,3,8,1,0,1,4,1,5,1,0,1,24,31,55,8,0,8,35,45,80,9,1,10,33,57,90,13,0,13,KERRYMOUNT,C_10_B_06_P_11_260513,61.455,53.26175,-6.1765,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_11_260513_KERRYMOUNT,https://drive.google.com/uc?id=1MxJPuZa7XNmZxfN6thrHiKeGHhd0l6Nq,,,
1194,260556,KINGSTON,DUBLIN,C_10,RATHDOWN,C_10_B_06,TULLY,C_10_B_06_P_11,14,6,20,4,0,4,14,11,25,4,1,5,4,5,9,3,2,5,8,5,13,3,1,4,11,6,17,2,1,3,3,3,6,1,2,3,KINGSTON,C_10_B_06_P_11_260556,38.278,53.23199,-6.18164,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_11_260556_KINGSTON,https://drive.google.com/uc?id=1PhCAWph6rm3pjoXH863WuwFNvto2MSmD,,,
1195,260580,LAUGHANSTOWN,DUBLIN,C_10,RATHDOWN,C_10_B_06,TULLY,C_10_B_06_P_11,41,35,76,9,1,10,47,28,75,11,1,12,48,30,78,12,1,13,48,33,81,11,0,11,34,23,57,7,0,7,24,17,41,8,1,9,LAUGHANSTOWN,C_10_B_06_P_11_260580,154.832,53.24553,-6.1539,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_11_260580_LAUGHANSTOWN,https://drive.google.com/uc?id=1clJQejOPZkBjZ7cbNieoC_1LdyKgBIzT,,,
1196,260662,MURPHYSTOWN,DUBLIN,C_10,RATHDOWN,C_10_B_06,TULLY,C_10_B_06_P_11,129,137,266,41,2,43,113,102,215,37,3,40,104,93,197,36,0,36,89,78,167,31,1,32,86,87,173,30,0,30,74,85,159,25,2,27,MURPHYSTOWN,C_10_B_06_P_11_260662,164.104,53.26689,-6.21089,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_11_260662_MURPHYSTOWN,https://drive.google.com/uc?id=1FOFr-exaIqn29vNAX5jfQLWbU0If5d79,,,
1197,260877,TIKNICK,DUBLIN,C_10,RATHDOWN,C_10_B_06,TULLY,C_10_B_06_P_11,91,93,184,31,0,31,30,40,70,8,0,8,21,29,50,7,0,7,24,20,44,7,1,8,25,23,48,8,0,8,22,18,40,8,0,8,TIKNICK,C_10_B_06_P_11_260877,83.046,53.23737,-6.16875,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_11_260877_TIKNICK,https://drive.google.com/uc?id=1gcR8W857sktWkX_uaaE05RuX7FsyuqDu,,,
1203,260454,HAROLDSGRANGE,DUBLIN,C_10,RATHDOWN,C_10_B_06,WHITECHURCH,C_10_B_06_P_13,129,141,270,45,0,45,62,85,147,23,7,30,50,61,111,21,4,25,41,47,88,16,4,20,38,53,91,17,1,18,48,61,109,22,9,31,HAROLDSGRANGE,C_10_B_06_P_13_260454,139.435,53.2821,-6.2741,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_13_260454_HAROLDSGRANGE,https://drive.google.com/uc?id=1_uJ20aTOSbMl-XeCBtrsBCwWOKf_9lkX,,,
1204,260543,KILMASHOGUE,DUBLIN,C_10,RATHDOWN,C_10_B_06,WHITECHURCH,C_10_B_06_P_13,129,129,258,38,6,44,127,145,272,41,5,46,89,101,190,33,10,43,106,98,204,45,0,45,85,97,182,30,7,37,72,76,148,27,4,31,KILMASHOGUE,C_10_B_06_P_13_260543,578.196,53.25637,-6.27542,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_13_260543_KILMASHOGUE,https://drive.google.com/uc?id=1FurzNdWGt1V1BB2Rr8cBUQUwslq7wmrg,,,
1205,260845,STACKSTOWN,DUBLIN,C_10,RATHDOWN,C_10_B_06,WHITECHURCH,C_10_B_06_P_13,14,7,21,3,0,3,12,3,15,3,0,3,4,4,8,2,0,2,5,10,15,2,0,2,7,6,13,2,0,2,0,0,0,0,2,2,STACKSTOWN,C_10_B_06_P_13_260845,70.94,53.25629,-6.2618,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_13_260845_STACKSTOWN,https://drive.google.com/uc?id=1TppKVRaHFtvzIQ-lZBemfA0K29ao5t0j,,,
1206,260869,TAYLORSGRANGE,DUBLIN,C_10,RATHDOWN,C_10_B_06,WHITECHURCH,C_10_B_06_P_13,24,34,58,8,1,9,129,93,222,28,2,30,169,83,252,30,4,34,156,93,249,36,0,36,189,119,308,38,4,42,85,81,166,29,1,30,TAYLORSGRANGE,C_10_B_06_P_13_260869,183.443,53.26783,-6.26186,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_13_260869_TAYLORSGRANGE,https://drive.google.com/uc?id=1-UfZO5wjpIdTvcr6d07OibTA7b4uq4WL,,,
1207,260919,WHITECHURCH,DUBLIN,C_10,RATHDOWN,C_10_B_06,WHITECHURCH,C_10_B_06_P_13,24,40,64,12,6,18,39,40,79,13,0,13,29,46,75,18,6,24,31,55,86,10,1,11,30,45,75,13,2,15,28,39,67,11,4,15,WHITECHURCH,C_10_B_06_P_13_260919,21.604,53.27376,-6.28449,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_06_P_13_260919_WHITECHURCH,https://drive.google.com/uc?id=1yLWolkF-PmjwE1MRTsnJLV7LtEPgx-PV,,,
1212,260080,BALLYFERMOT_UPPER,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,BALLYFERMOT,C_10_B_05_P_02,127,156,283,51,4,55,24,20,44,7,4,11,20,20,40,7,0,7,17,26,43,8,3,11,7,19,26,6,1,7,22,21,43,9,1,10,BALLYFERMOT_UPPER,C_10_B_05_P_02_260080,23.07,53.34574,-6.37467,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_02_260080_BALLYFERMOT_UPPER,https://drive.google.com/uc?id=1LBKzGSQf9EMA7bycxCy3J9Wt8PDOkQ_9,,,
1214,260392,GALLANSTOWN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,BALLYFERMOT,C_10_B_05_P_02,6,4,10,3,0,3,85,97,182,37,3,40,63,72,135,30,3,33,81,69,150,32,6,38,81,69,150,31,1,32,79,58,137,24,18,42,GALLANSTOWN,C_10_B_05_P_02_260392,44.676,53.32923,-6.3709,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_02_260392_GALLANSTOWN,https://drive.google.com/uc?id=1S_pBy9gZdxrins0p3-7FOgsMu36Fyhcy,,,
1216,260014,ASHFIELD,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,11,3,14,1,0,1,4,3,7,1,0,1,3,3,6,1,0,1,1,2,3,1,0,1,5,4,9,2,0,2,2,0,2,1,0,1,ASHFIELD,C_10_B_05_P_03_260014,13.353,53.31273,-6.37798,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260014_ASHFIELD,https://drive.google.com/uc?id=1ij6sqwQ4q2e8h-pbWLGQeS0thPilLqUU,,,
1217,260045,BALGADDY,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,71,67,138,26,0,26,75,76,151,25,1,26,63,73,136,27,0,27,45,59,104,26,0,26,47,50,97,22,6,28,58,42,100,22,0,22,BALGADDY,C_10_B_05_P_03_260045,92.019,53.34021,-6.41993,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260045_BALGADDY,https://drive.google.com/uc?id=1DHn9zmuRhmqRN7To5GK-kcfySLYsgMUy,,,
1218,260067,BALLYBANE,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,6,5,11,1,0,1,2,2,4,1,0,1,3,3,6,1,1,2,4,2,6,1,0,1,3,2,5,1,0,1,3,2,5,1,0,1,BALLYBANE,C_10_B_05_P_03_260067,86.108,53.31976,-6.44711,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260067_BALLYBANE,https://drive.google.com/uc?id=1rprTlVCe-ISbd6Sez6gr_0BhZ1GkalSZ,,,
1219,260093,BALLYMANAGGIN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,24,27,51,7,0,7,40,45,85,15,1,16,52,59,111,25,1,26,40,76,116,25,0,25,33,42,75,18,2,20,36,24,60,17,5,22,BALLYMANAGGIN,C_10_B_05_P_03_260093,57.663,53.33241,-6.39004,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260093_BALLYMANAGGIN,https://drive.google.com/uc?id=1cHUzb9aPCH1T4_tShtPDqdQLA99N09vE,,,
1220,260096,BALLYMOUNT_GREAT,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,17,2,19,1,0,1,13,12,25,4,0,4,7,8,15,3,1,4,15,10,25,4,0,4,11,7,18,3,0,3,14,12,26,4,0,4,BALLYMOUNT_GREAT,C_10_B_05_P_03_260096,113.668,53.31245,-6.36673,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260096_BALLYMOUNT_GREAT,https://drive.google.com/uc?id=1dgfZtxVXtELWnyUM0ZNU5Cyi29DF-F1-,,,
1221,260098,BALLYMOUNT_LITTLE,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,10,11,21,2,0,2,4,4,8,1,0,1,4,7,11,1,0,1,5,8,13,1,0,1,5,5,10,1,0,1,4,6,10,1,0,1,BALLYMOUNT_LITTLE,C_10_B_05_P_03_260098,15.031,53.31213,-6.35862,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260098_BALLYMOUNT_LITTLE,https://drive.google.com/uc?id=1DceOJsNtvRDELDdN_yEsYXTCt07pysZR,,,
1222,260127,BAWNOGES,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAWNOGES,C_10_B_05_P_03_260127,11.597,53.32243,-6.4111,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260127_BAWNOGES,https://drive.google.com/uc?id=1seSESZSMrBX-wn_5LT2wFcVrRhIXElme,,,
1223,260131,BEDLESSHILL,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,36,36,72,13,2,15,26,18,44,9,2,11,17,10,27,8,0,8,25,30,55,12,0,12,21,25,46,8,0,8,19,21,40,8,0,8,BEDLESSHILL,C_10_B_05_P_03_260131,15.773,53.3061,-6.40576,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260131_BEDLESSHILL,https://drive.google.com/uc?id=1vHrHBRoKm3w9gcmr1ahF4ih8DIszFBjn,,,
1224,260166,BRIDESWELL_COMMONS,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,18,21,39,7,1,8,8,5,13,3,0,3,2,2,4,1,0,1,9,6,15,2,0,2,8,11,19,3,0,3,2,7,9,1,0,1,BRIDESWELL_COMMONS,C_10_B_05_P_03_260166,9.001,53.3155,-6.39405,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260166_BRIDESWELL_COMMONS,https://drive.google.com/uc?id=1gTB2rIEzwmt5IMNggqCTJ9XtJhLweEQC,,,
1225,260183,BUCKANDHOUNDS,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,5,7,12,2,0,2,22,18,40,7,0,7,14,16,30,7,2,9,2,5,7,2,0,2,12,14,26,7,0,7,8,8,16,4,0,4,BUCKANDHOUNDS,C_10_B_05_P_03_260183,30.388,53.30939,-6.4027,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260183_BUCKANDHOUNDS,https://drive.google.com/uc?id=1jPlM9RBgGYCpqH_cQR4_PE4Ew_0wa7ZR,,,
1226,260189,BUSHELLOAF,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,7,4,11,2,0,2,3,0,3,1,0,1,4,3,7,2,0,2,2,2,4,1,0,1,14,9,23,4,0,4,20,12,32,4,0,4,BUSHELLOAF,C_10_B_05_P_03_260189,22.382,53.31611,-6.37774,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260189_BUSHELLOAF,https://drive.google.com/uc?id=1aaSDXNM-hGFKylq3ru8C5eT_a5AOaT6_,,,
1227,260199,CAPPAGH,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,36,40,76,9,0,9,17,15,32,6,3,9,19,22,41,7,0,7,26,22,48,9,0,9,11,10,21,5,1,6,16,15,31,5,3,8,CAPPAGH,C_10_B_05_P_03_260199,78.525,53.33252,-6.40883,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260199_CAPPAGH,https://drive.google.com/uc?id=1OfAhsffzR5ruO78rD2SphCGTWiuZ5STt,,,
1228,260221,CHEEVERSTOWN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,9,10,19,4,0,4,17,24,41,6,0,6,16,14,30,7,0,7,21,20,41,7,0,7,10,10,20,3,1,4,7,9,16,3,3,6,CHEEVERSTOWN,C_10_B_05_P_03_260221,140.398,53.29668,-6.40484,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260221_CHEEVERSTOWN,https://drive.google.com/uc?id=1sGoeaxMoyml5XnOw00ZgWjb2XWNKdkzH,,,
