SR,CODE,TOWNLAND,COUNTY,COUNTY_ID,BARONY,BARONY_ID,PARISH,PARISH_ID,1841_MALE,1841_FEMALE,1841_TOTAL_POPULATIONS,1841_INHABITED,1841_UNINHABITED,1841_TOTAL_HOUSES,1851_MALE,1851_FEMALE,1851_TOTAL_POPULATIONS,1851_INHABITED,1851_UNINHABITED,1851_TOTAL_HOUSES,1861_MALE,1861_FEMALE,1861_TOTAL_POPULATIONS,1861_INHABITED,1861_UNINHABITED,1861_TOTAL_HOUSES,1871_MALE,1871_FEMALE,1871_TOTAL_POPULATIONS,1871_INHABITED,1871_UNINHABITED,1871_TOTAL_HOUSES,1881_MALE,1881_FEMALE,1881_TOTAL_POPULATIONS,1881_INHABITED,1881_UNINHABITED,1881_TOTAL_HOUSES,1891_MALE,1891_FEMALE,1891_TOTAL_POPULATIONS,1891_INHABITED,1891_UNINHABITED,1891_TOTAL_HOUSES,MODERN_NAME,TOWNLAND_ID,OS_HECTARES,CENTRE_LAT,CENTRE_LNG,VRTI,Google_Drive_Link,Histogram_of_Male_and_Female,Male_to_Female_Ratio,Population_changes
122,260868,TANKARDSTOWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALROTHERY,C_10_B_01_P_04,21,24,45,8,1,9,15,23,38,7,1,8,6,19,25,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TANKARDSTOWN,C_10_B_01_P_04_260868,82.899,53.61097,-6.19138,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_04_260868_TANKARDSTOWN,https://drive.google.com/uc?id=1nznQeBgv5HYDyM-lozLDoZIiiduSuHdL,,,
123,260896,TURKINSTOWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALROTHERY,C_10_B_01_P_04,9,9,18,3,0,3,2,5,7,2,1,3,7,8,15,2,0,2,5,5,10,2,0,2,4,4,8,2,0,2,4,3,7,2,0,2,TURKINSTOWN,C_10_B_01_P_04_260896,33.606,53.59053,-6.20554,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_04_260896_TURKINSTOWN,https://drive.google.com/uc?id=1TDQ0kqAZ3L3e5-AQVY57tsjNL7XmSMXh,,,
128,260044,BALGADDY,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,12,10,22,4,0,4,10,9,19,5,0,5,14,7,21,4,0,4,11,8,19,4,0,4,11,9,20,4,0,4,12,11,23,4,0,4,BALGADDY,C_10_B_01_P_06_260044,56.985,53.60339,-6.25445,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260044_BALGADDY,https://drive.google.com/uc?id=1DHn9zmuRhmqRN7To5GK-kcfySLYsgMUy,,,
129,260112,BALSCADDAN,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,3,3,6,1,0,1,27,29,56,9,3,12,25,19,44,11,1,12,42,31,73,13,0,13,31,25,56,8,0,8,22,22,44,8,0,8,BALSCADDAN,C_10_B_01_P_06_260112,135.181,53.61278,-6.22836,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260112_BALSCADDAN,https://drive.google.com/uc?id=1no1xW3atPw97eb5SYCWSv6o1vyqQhz-M,,,
130,260261,"COMMONS_(1ST_DIVISION)
",DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,0,0,0,0,0,0,11,7,18,3,0,3,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"COMMONS_(1ST_DIVISION)
",C_10_B_01_P_06_260261,8.377,53.61051,-6.23137,"https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260261_COMMONS_(1ST_DIVISION)
",,,,
131,260262,COMMONS_(2ND_DIVISION),DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COMMONS_(2ND_DIVISION),C_10_B_01_P_06_260262,5.737,53.61852,-6.23271,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260262_COMMONS_(2ND_DIVISION),https://drive.google.com/uc?id=1Qhty4iskqOL9CylAU5eM2idxmuUUD1Ke,,,
132,260338,DERMOTSTOWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,64,44,108,17,1,18,28,30,58,11,3,14,28,33,61,11,0,11,15,20,35,6,1,7,16,16,32,6,0,6,18,11,29,7,0,7,DERMOTSTOWN,C_10_B_01_P_06_260338,75.737,53.58948,-6.22829,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260338_DERMOTSTOWN,https://drive.google.com/uc?id=1JwOsp6mhfslXkyxhbAeQPXhV9ZZVCHnj,,,
133,260351,DRUMMANS,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DRUMMANS,C_10_B_01_P_06_260351,40.999,53.62633,-6.24744,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260351_DRUMMANS,https://drive.google.com/uc?id=17oHnZfQVkPwWZCf93sszpoUTtYFyDqM8,,,
134,260433,GORMANSTON_DEMESNE,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GORMANSTON_DEMESNE,C_10_B_01_P_06_260433,51.077,53.63181,-6.24558,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260433_GORMANSTON_DEMESNE,https://drive.google.com/uc?id=1081HxPMPwQ9kUEQ-GmsgVLl5laPkTBRO,,,
135,260441,GRANGE_(ED_BALSCADDEN),DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,12,8,20,2,0,2,7,4,11,2,1,3,20,17,37,4,0,4,14,8,22,3,0,3,9,11,20,3,0,3,6,9,15,3,0,3,GRANGE_(ED_BALSCADDEN),C_10_B_01_P_06_260441,115.505,53.60959,-6.24274,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260441_GRANGE_(ED_BALSCADDEN),https://drive.google.com/uc?id=1CwRvMySmGetaU3cIpn3zSzprol2mFdrS,,,
136,260458,HAYSTOWN_(ED_BALSCADDEN),DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,16,18,34,5,0,5,9,11,20,2,0,2,4,5,9,2,1,3,2,2,4,1,1,2,7,8,15,2,0,2,5,9,14,3,1,4,HAYSTOWN_(ED_BALSCADDEN),C_10_B_01_P_06_260458,102.566,53.5902,-6.23714,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260458_HAYSTOWN_(ED_BALSCADDEN),https://drive.google.com/uc?id=1e1XUYhFISYRHgnOqS_gZAJGq432QS0BH,,,
137,260534,KILLOUGHER,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,16,18,34,5,1,6,12,15,27,4,0,4,5,7,12,2,0,2,8,8,16,3,0,3,6,4,10,3,0,3,5,2,7,2,1,3,KILLOUGHER,C_10_B_01_P_06_260534,130.629,53.58929,-6.25201,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260534_KILLOUGHER,https://drive.google.com/uc?id=1wJ4RR3SXRXBC4-NAGZdDdLq_ouw8L42t,,,
138,260621,MATT,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,9,12,21,5,0,5,10,9,19,2,0,2,8,3,11,1,0,1,3,1,4,1,1,2,1,1,2,1,0,1,4,5,9,1,0,1,MATT,C_10_B_01_P_06_260621,67.173,53.59234,-6.21983,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260621_MATT,https://drive.google.com/uc?id=1tGP0wcMQg3V88rkPIzkueZjpiUo5OWlB,,,
139,260628,MILESTOWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,12,12,24,3,0,3,16,26,42,7,0,7,8,7,15,4,0,4,8,7,15,4,0,4,3,1,4,1,0,1,2,5,7,1,0,1,MILESTOWN,C_10_B_01_P_06_260628,39.042,53.62073,-6.26445,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260628_MILESTOWN,https://drive.google.com/uc?id=1SwPvymJxG0GlYFYeGFHTt9WM37tJNNUu,,,
140,260683,NEWTOWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,28,26,54,6,2,8,20,10,30,5,3,8,16,14,30,5,1,6,14,16,30,5,1,6,23,22,45,6,0,6,17,22,39,7,0,7,NEWTOWN,C_10_B_01_P_06_260683,99.455,53.60126,-6.22766,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260683_NEWTOWN,https://drive.google.com/uc?id=1DGBe4VLtQXJovYvQ1vpEPHvJ7cuoFGQv,,,
141,260739,PRIORLAND,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,1,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRIORLAND,C_10_B_01_P_06_260739,18.659,53.58439,-6.24924,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260739_PRIORLAND,https://drive.google.com/uc?id=1jbYaAst1sKSVT63D7Gn9BYew6Wv5CePd,,,
142,260752,RATH,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,46,41,87,12,1,13,28,25,53,9,0,9,30,30,60,10,0,10,22,22,44,8,1,9,32,25,57,9,0,9,29,23,52,9,0,9,RATH,C_10_B_01_P_06_260752,67.669,53.61996,-6.25778,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260752_RATH,https://drive.google.com/uc?id=1OiLP5VauvOgephqQO7MLtcrfLHJARXdJ,,,
143,260775,RING,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,4,5,9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RING,C_10_B_01_P_06_260775,93.924,53.5836,-6.21547,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260775_RING,https://drive.google.com/uc?id=1Rxf2Sm5PrpgRtiIILbnx7x_TBxsAQ9Sh,,,
144,260776,RING_COMMONS,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,105,112,217,46,1,47,102,100,202,44,4,48,99,73,172,41,2,43,73,77,150,36,0,36,73,69,142,30,2,32,68,65,133,30,2,32,RING_COMMONS,C_10_B_01_P_06_260776,70.542,53.57983,-6.22436,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260776_RING_COMMONS,https://drive.google.com/uc?id=1T-GTPWXj2L0CmgXdHNRDgo7c3s_bqXVY,,,
145,260821,SEVENPARKS_(1ST_DIVISION),DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,1,0,1,2,1,3,1,0,1,1,2,3,1,0,1,SEVENPARKS_(1ST_DIVISION),C_10_B_01_P_06_260821,1.712,53.61569,-6.26461,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260821_SEVENPARKS_(1ST_DIVISION),https://drive.google.com/uc?id=1SQhUkcobq3-9tAmr90N8COcYaA4tpDcs,,,
146,260822,SEVENPARKS_(2ND_DIVISION),DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEVENPARKS_(2ND_DIVISION),C_10_B_01_P_06_260822,1.889,53.61323,-6.26539,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260822_SEVENPARKS_(2ND_DIVISION),https://drive.google.com/uc?id=1QLBH4zb5xovhN45WfA-MUck9YXUg5cKm,,,
147,260823,SEVENPARKS_(3RD_DIVISION),DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEVENPARKS_(3RD_DIVISION),C_10_B_01_P_06_260823,0.201,53.61325,-6.26228,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260823_SEVENPARKS_(3RD_DIVISION),https://drive.google.com/uc?id=14GnxIhx9rirnpMp4XprxyndrvuTU96SS,,,
148,260848,STAMULLIN,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STAMULLIN,C_10_B_01_P_06_260848,44.778,53.62767,-6.25564,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260848_STAMULLIN,https://drive.google.com/uc?id=1tW7ocb7ihisxhEL-Hh1bKeQYTPr8W8LO,,,
149,260886,TOBERTASKIN,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOBERTASKIN,C_10_B_01_P_06_260886,27.271,53.61256,-6.26714,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260886_TOBERTASKIN,https://drive.google.com/uc?id=1Xrg41KAX7eumr7eb49huyx1FOEG_bO6X,,,
150,260885,TOBERSOOL,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,14,12,26,2,0,2,14,12,26,2,1,3,20,12,32,3,0,3,14,10,24,2,0,2,10,8,18,3,0,3,6,5,11,2,1,3,TOBERSOOL,C_10_B_01_P_06_260885,90.02,53.62469,-6.23885,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260885_TOBERSOOL,https://drive.google.com/uc?id=1BBx1Ut0CPAyIl9eLC35p71YXNwXtCufM,,,
151,260888,TOBERTOWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,43,42,85,12,0,12,27,27,54,11,0,11,20,19,39,9,0,9,26,28,54,9,0,9,27,18,45,7,0,7,17,15,32,5,1,6,TOBERTOWN,C_10_B_01_P_06_260888,154.63,53.61548,-6.25009,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260888_TOBERTOWN,https://drive.google.com/uc?id=1sy2vHHOw_1OM3Fh3BJw8Gs3OlN5DbkQz,,,
152,260926,WHITESTOWN_(ED_BALSCADDEN),DUBLIN,C_10,BALROTHERY,C_10_B_01,BALSCADDAN,C_10_B_01_P_06,16,12,28,5,0,5,18,12,30,5,2,7,25,30,55,9,0,9,31,30,61,10,0,10,26,31,57,10,0,10,23,28,51,10,0,10,WHITESTOWN_(ED_BALSCADDEN),C_10_B_01_P_06_260926,97.715,53.59967,-6.2414,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_06_260926_WHITESTOWN_(ED_BALSCADDEN),https://drive.google.com/uc?id=1zkiqczrDMDnfeMmJdHe0HoBZCY7JDnrE,,,
155,260115,BALTRASNA,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLMPATRICK,C_10_B_01_P_12,14,13,27,4,0,4,44,35,79,11,0,11,41,31,72,12,3,15,36,34,70,13,0,13,28,27,55,10,0,10,28,33,61,10,1,11,BALTRASNA,C_10_B_01_P_12_260115,101.553,53.57788,-6.14594,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_12_260115_BALTRASNA,https://drive.google.com/uc?id=1UP7FIYZKtb66W8R46rj7WvRqCpWai5T8,,,
156,260121,BARNAGEERAGH,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLMPATRICK,C_10_B_01_P_12,34,27,61,11,1,12,40,34,74,11,1,12,24,26,50,9,0,9,17,25,42,9,0,9,19,30,49,10,1,11,27,22,49,9,1,10,BARNAGEERAGH,C_10_B_01_P_12_260121,76.089,53.58362,-6.14281,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_12_260121_BARNAGEERAGH,https://drive.google.com/uc?id=1AZukE9N4CijUcsXrmx_LuKuZHcmFpaTf,,,
158,260336,DELLABROWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLMPATRICK,C_10_B_01_P_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DELLABROWN,C_10_B_01_P_12_260336,11.709,53.55297,-6.11199,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_12_260336_DELLABROWN,https://drive.google.com/uc?id=1ekChFaf7Q_toY-ueLjC5ddD1D8ZljwgK,,,
159,260442,GRANGE_(ED_HOLMPATRICK),DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLMPATRICK,C_10_B_01_P_12,70,60,130,25,1,26,6,5,11,1,0,1,2,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRANGE_(ED_HOLMPATRICK),C_10_B_01_P_12_260442,53.889,53.5705,-6.15123,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_12_260442_GRANGE_(ED_HOLMPATRICK),https://drive.google.com/uc?id=1asODSB93pY9yQrrnHy7W7Ywj9yjy8KGm,,,
160,260473,HOLMPATRICK,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLMPATRICK,C_10_B_01_P_12,73,62,135,24,3,27,26,9,35,6,2,8,17,3,20,6,0,6,18,9,27,6,0,6,20,14,34,5,1,6,15,11,26,4,1,5,HOLMPATRICK,C_10_B_01_P_12_260473,80.872,53.56532,-6.10006,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_12_260473_HOLMPATRICK,https://drive.google.com/uc?id=12q_FmFsF8hfMhw04a6O000yzL4qe9rNZ,,,
162,260633,MILVERTON,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLMPATRICK,C_10_B_01_P_12,39,30,69,11,1,12,54,55,109,18,0,18,50,47,97,17,0,17,42,30,72,16,1,17,43,42,85,16,1,17,34,33,67,14,0,14,MILVERTON,C_10_B_01_P_12_260633,151.72,53.56786,-6.12482,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_12_260633_MILVERTON,https://drive.google.com/uc?id=1Sz4cger3DBs0T6dHswkGqGVlxxcUfBzh,,,
163,260634,MILVERTON_DEMESNE,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLMPATRICK,C_10_B_01_P_12,21,31,52,8,0,8,9,18,27,4,0,4,13,19,32,4,0,4,18,23,41,5,1,6,17,13,30,6,0,6,21,20,41,8,1,9,MILVERTON_DEMESNE,C_10_B_01_P_12_260634,54.897,53.57005,-6.13966,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_12_260634_MILVERTON_DEMESNE,https://drive.google.com/uc?id=1_Ais4xiDj9xJR8DkHQFbdAoM8zW4oDrt,,,
164,260725,PIERCETOWN,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLMPATRICK,C_10_B_01_P_12,4,1,5,1,0,1,9,3,12,1,0,1,6,6,12,1,0,1,9,6,15,2,0,2,5,4,9,2,0,2,4,4,8,1,0,1,PIERCETOWN,C_10_B_01_P_12_260725,31.154,53.55891,-6.10826,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_12_260725_PIERCETOWN,https://drive.google.com/uc?id=1t9ONQ9b_KQAQ9TfbAUbcpDNxGDJHNNWO,,,
167,260859,STRIFELAND,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLMPATRICK,C_10_B_01_P_12,61,65,126,22,1,23,100,101,201,39,1,40,73,85,158,28,2,30,58,61,119,30,1,31,55,44,99,24,0,24,45,44,89,18,5,23,STRIFELAND,C_10_B_01_P_12_260859,56.041,53.58124,-6.16326,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_12_260859_STRIFELAND,https://drive.google.com/uc?id=1JFvQ8x0uUCfEXjFmAEKUfVX6yO6Ck3Qs,,,
168,260894,TOWNPARKS,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLMPATRICK,C_10_B_01_P_12,5,7,12,4,4,8,9,6,15,3,0,3,17,9,26,3,0,3,0,0,0,0,0,0,8,14,22,5,1,6,13,15,28,5,0,5,TOWNPARKS,C_10_B_01_P_12_260894,232.761,53.57759,-6.11603,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_12_260894_TOWNPARKS,https://drive.google.com/uc?id=1QkbFzbQFs1PtUVFfCWiKnDFTh7ouq3uj,,,
171,260011,ANNSBROOK,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,4,3,7,1,0,1,0,0,0,0,1,1,6,4,10,1,0,1,6,3,9,1,0,1,5,2,7,1,0,1,2,1,3,1,0,1,ANNSBROOK,C_10_B_01_P_14_260011,54.264,53.5246,-6.22981,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260011_ANNSBROOK,https://drive.google.com/uc?id=1bEfitUNeKZy1glnAeIQM8goQSHsWWhTw,,,
172,260013,ARDLA,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,6,2,8,1,1,2,3,0,3,1,0,1,7,6,13,1,0,1,5,5,10,1,2,3,5,3,8,1,0,1,3,3,6,1,0,1,ARDLA,C_10_B_01_P_14_260013,55.136,53.57522,-6.13375,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260013_ARDLA,https://drive.google.com/uc?id=1EbBIGJwcedSmBcGsbO5k8vD-YNkkUk7W,,,
173,260031,BALCUNNIN,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,101,96,197,34,1,35,98,87,185,35,0,35,91,82,173,31,0,31,75,72,147,26,0,26,96,39,135,25,1,26,57,61,118,23,4,27,BALCUNNIN,C_10_B_01_P_14_260031,233.99,53.5588,-6.14561,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260031_BALCUNNIN,https://drive.google.com/uc?id=1H83pyUQ0Gd2Ic_8mwNF4VLrZN0J415cl,,,
174,260040,BALDRUMMAN,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,7,4,11,2,0,2,6,4,10,2,0,2,0,0,0,0,0,0,5,7,12,2,1,3,7,4,11,1,1,2,5,2,7,2,0,2,BALDRUMMAN,C_10_B_01_P_14_260040,99.877,53.53689,-6.21528,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260040_BALDRUMMAN,https://drive.google.com/uc?id=1b1ZbSC34IqRo5Rccm42RKaOgRsUgvUmO,,,
175,260054,BALLEALLY_EAST,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,0,0,0,0,0,0,6,4,10,1,1,2,5,2,7,1,0,1,4,1,5,1,0,1,2,1,3,1,0,1,12,7,19,4,0,4,BALLEALLY_EAST,C_10_B_01_P_14_260054,65.352,53.51047,-6.16129,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260054_BALLEALLY_EAST,https://drive.google.com/uc?id=1ysGU8_jJ894kgJIbRrhQqAVQF_Wm4-EJ,,,
176,260055,BALLEALLY_WEST,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,4,6,10,2,0,2,2,2,4,1,0,1,2,6,8,1,0,1,3,4,7,1,1,2,5,6,11,2,0,2,5,7,12,2,0,2,BALLEALLY_WEST,C_10_B_01_P_14_260055,56.334,53.50916,-6.16904,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260055_BALLEALLY_WEST,https://drive.google.com/uc?id=1uKaKfZI880dNvuZ7090C_4PhRAjlj7ef,,,
177,260062,BALLOUGH,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,50,51,101,17,3,20,42,43,85,14,0,14,24,23,47,6,0,6,18,17,35,5,1,6,7,10,17,4,2,6,11,16,27,5,1,6,BALLOUGH,C_10_B_01_P_14_260062,160.819,53.53138,-6.19986,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260062_BALLOUGH,https://drive.google.com/uc?id=1rdNMQdGSn2gi6wbf1lxjZA_kyuRfzUoY,,,
178,260066,BALLUSTREE,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,4,5,9,2,0,2,11,7,18,4,0,4,12,7,19,8,1,9,9,6,15,3,0,3,4,6,10,3,0,3,3,9,12,3,0,3,BALLUSTREE,C_10_B_01_P_14_260066,38.561,53.54223,-6.08904,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260066_BALLUSTREE,https://drive.google.com/uc?id=17A7gHOOJhbKhYeum--1AlnWv6fSlDNTu,,,
179,260082,BALLYHAVIL,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,9,16,25,4,0,4,12,13,25,4,0,4,11,10,21,3,0,3,9,10,19,3,1,4,10,12,22,3,0,3,4,4,8,2,1,3,BALLYHAVIL,C_10_B_01_P_14_260082,9.11,53.55946,-6.09927,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260082_BALLYHAVIL,https://drive.google.com/uc?id=1EbnTw5dO_gFMOUM95ddHM5Po4p2KZ9iW,,,
180,260083,BALLYKEA,DUBLIN,C_10,BALROTHERY,C_10_B_01,LUSK,C_10_B_01_P_14,118,104,222,37,1,38,104,108,212,37,5,42,86,90,176,34,3,37,92,79,171,36,2,38,86,73,159,30,5,35,70,74,144,28,6,34,BALLYKEA,C_10_B_01_P_14_260083,170.207,53.54674,-6.11248,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_14_260083_BALLYKEA,https://drive.google.com/uc?id=1SaRvD4puQRAPcAUD-3_Pg7DTt1kF3F6z,,,
